DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Status,Status Desc,Crm Cd 1,LOCATION,LAT,LON
241214087,08/05/2024 12:00:00 AM,08/02/2024 12:00:00 AM,630,12,77th Street,1218,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,46,M,F,101.0,STREET,IC,Invest Cont,440.0,900 W  57TH                         ST,33.9905,-118.2897
210316618,09/24/2021 12:00:00 AM,09/22/2021 12:00:00 AM,1200,3,Southwest,376,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 1606 0344 0385 1300,34,M,W,101.0,STREET,IC,Invest Cont,331.0,BROWNING                     BL,34.0121,-118.3034
201008550,04/30/2020 12:00:00 AM,04/28/2020 12:00:00 AM,800,10,West Valley,1012,1,310,BURGLARY,1822 0344 1420,0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,310.0,7300    RESEDA                       BL,34.2048,-118.54
220616045,09/06/2022 12:00:00 AM,08/24/2022 12:00:00 AM,940,6,Hollywood,639,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1822 1501 1300,34,M,W,123.0,PARKING UNDERGROUND/BUILDING,IC,Invest Cont,420.0,RUSSELL                      AV,34.1042,-118.305
230910378,06/09/2023 12:00:00 AM,06/09/2023 12:00:00 AM,1208,9,Van Nuys,911,1,310,BURGLARY,0321 0352 1420 1202 0344,67,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,310.0,7100    FIRMAMENT                    AV,34.1993,-118.4724
200712009,07/25/2020 12:00:00 AM,06/06/2020 12:00:00 AM,1100,7,Wilshire,705,1,310,BURGLARY,1822 0344 1607,36,M,W,210.0,RESTAURANT/FAST FOOD,IC,Invest Cont,310.0,7200 W  MELROSE                      AV,34.0835,-118.3462
200716525,11/29/2020 12:00:00 AM,10/14/2020 12:00:00 AM,1505,7,Wilshire,721,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 0394,32,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,440.0,400 S  LE DOUX                      RD,34.0713,-118.3774
200122512,12/18/2020 12:00:00 AM,12/02/2020 12:00:00 AM,900,1,Central,135,2,354,THEFT OF IDENTITY,0377,59,F,B,101.0,STREET,IC,Invest Cont,354.0,200 S  MAIN                         ST,34.0506,-118.2449
211423310,12/21/2021 12:00:00 AM,12/19/2021 12:00:00 AM,2000,14,Pacific,1469,1,330,BURGLARY FROM VEHICLE,0344 1300,63,F,B,707.0,GARAGE/CARPORT,IC,Invest Cont,330.0,5700 W  CENTINELA                    AV,33.9761,-118.3726
212014983,09/30/2021 12:00:00 AM,07/03/2021 12:00:00 AM,1840,20,Olympic,2081,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,28,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,440.0,1600 S  GRAMERCY                     PL,34.0417,-118.313
220818376,12/20/2022 12:00:00 AM,12/19/2022 12:00:00 AM,1330,8,West LA,811,1,330,BURGLARY FROM VEHICLE,0344 1609 1822,23,F,W,101.0,STREET,IC,Invest Cont,330.0,500    LOS LIONES                   DR,34.046,-118.5593
231113275,09/10/2023 12:00:00 AM,09/09/2023 12:00:00 AM,1730,11,Northeast,1145,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1202,68,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740.0,2400    RIVERSIDE                    PL,34.1001,-118.2533
221409827,04/25/2022 12:00:00 AM,04/23/2022 12:00:00 AM,1600,14,Pacific,1406,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,33,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,341.0,3600    KEYSTONE                     AV,34.0238,-118.4095
221504543,01/14/2022 12:00:00 AM,12/23/2021 12:00:00 AM,1800,15,N Hollywood,1506,1,310,BURGLARY,1607 1275 0344 1602,40,M,W,710.0,OTHER PREMISE,IC,Invest Cont,310.0,11000    SHERMAN                      WY,34.2012,-118.3703
201109767,05/26/2020 12:00:00 AM,05/25/2020 12:00:00 AM,2310,11,Northeast,1102,1,648,ARSON,2004,0,X,X,109.0,PARK/PLAYGROUND,IC,Invest Cont,648.0,BRUNSWICK,34.1268,-118.2671
210710961,07/16/2021 12:00:00 AM,07/07/2021 12:00:00 AM,2200,7,Wilshire,788,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0913,55,M,B,501.0,SINGLE FAMILY DWELLING,AA,Adult Arrest,440.0,4000 W  21ST                         ST,34.0373,-118.3279
240500721,11/19/2024 12:00:00 AM,11/19/2024 12:00:00 AM,1330,5,Harbor,559,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 1802 1402,33,X,X,129.0,"TERMINAL, OTHER THAN MTA",IC,Invest Cont,930.0,600    TERMINAL                     WY,33.743,-118.2625
231421932,12/16/2023 12:00:00 AM,12/16/2023 12:00:00 AM,1140,14,Pacific,1494,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,39,F,O,212.0,TRANSPORTATION FACILITY (AIRPORT),IC,Invest Cont,440.0,100    WORLD                        WY,33.9455,-118.4004
210114754,08/06/2021 12:00:00 AM,08/05/2021 12:00:00 AM,2225,1,Central,171,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,20,M,W,716.0,THEATRE/MOVIE,IC,Invest Cont,341.0,1000 W  OLYMPIC                      BL,34.0461,-118.2674
200713835,09/14/2020 12:00:00 AM,09/11/2020 12:00:00 AM,2100,7,Wilshire,725,1,320,"BURGLARY, ATTEMPTED",1822 0314,70,M,W,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,320.0,100 N  MARTEL                       AV,34.0736,-118.3511
201408273,03/13/2020 12:00:00 AM,03/13/2020 12:00:00 AM,1832,14,Pacific,1469,2,625,OTHER ASSAULT,1218 2003 2004 0356 1206,31,F,H,101.0,STREET,IC,Invest Cont,625.0,5400    THORNBURN                    ST,33.9716,-118.3747
240806301,02/27/2024 12:00:00 AM,02/26/2024 12:00:00 AM,2055,8,West LA,839,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 1822 1420,0,X,X,203.0,OTHER BUSINESS,IC,Invest Cont,343.0,10200    SANTA MONICA                 BL,34.0611,-118.4184
220718303,12/27/2022 12:00:00 AM,12/27/2022 12:00:00 AM,1850,7,Wilshire,724,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,X,X,405.0,CLOTHING STORE,IC,Invest Cont,442.0,100    THE GROVE                    DR,34.0736,-118.3563
231405866,02/14/2023 12:00:00 AM,02/14/2023 12:00:00 AM,630,14,Pacific,1409,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,54,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,440.0,3600    HUGHES                       AV,34.0277,-118.4022
241106600,03/08/2024 12:00:00 AM,03/08/2024 12:00:00 AM,1352,11,Northeast,1183,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325 0344 0104,0,X,X,403.0,DRUG STORE,IC,Invest Cont,442.0,1600 W  SUNSET                       BL,34.0832,-118.2572
240604149,01/05/2024 12:00:00 AM,12/06/2023 12:00:00 AM,1000,6,Hollywood,642,2,354,THEFT OF IDENTITY,1822 0928,35,F,W,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,354.0,1300 N  GENESEE                      AV,34.0944,-118.3581
231321709,12/06/2023 12:00:00 AM,12/05/2023 12:00:00 AM,1915,13,Newton,1353,1,330,BURGLARY FROM VEHICLE,0344 0329 1307,30,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,330.0,1000 E  47TH                         ST,34.0037,-118.2609
231109063,05/16/2023 12:00:00 AM,05/15/2023 12:00:00 AM,2200,11,Northeast,1181,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1300,34,M,W,101.0,STREET,IC,Invest Cont,331.0,RESERVOIR                    ST,34.08,-118.2647
210406930,03/22/2021 12:00:00 AM,03/10/2021 12:00:00 AM,1200,4,Hollenbeck,471,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,0,X,X,121.0,YARD (RESIDENTIAL/BUSINESS),IC,Invest Cont,341.0,2300 E  7TH                          ST,34.0345,-118.2228
201000544,02/08/2020 12:00:00 AM,02/07/2020 12:00:00 AM,1825,10,West Valley,1005,2,649,DOCUMENT FORGERY / STOLEN FELONY,1402 0913 2004,0,M,W,202.0,LIQUOR STORE,AA,Adult Arrest,649.0,WHITE OAK,34.2084,-118.5186
200808138,04/08/2020 12:00:00 AM,04/07/2020 12:00:00 AM,900,8,West LA,882,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,36,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,440.0,1900    BELOIT                       AV,34.0431,-118.444
241807607,03/17/2024 12:00:00 AM,03/17/2024 12:00:00 AM,945,18,Southeast,1826,1,210,ROBBERY,0945 0334 1822 0344 0325,0,X,X,403.0,DRUG STORE,IC,Invest Cont,210.0,1600 E  103RD                        ST,33.9485,-118.2461
210116425,09/07/2021 12:00:00 AM,09/07/2021 12:00:00 AM,1145,1,Central,156,1,761,BRANDISH WEAPON,1218 2004 0907 0340 1402 0334 0361 1822 2001,38,F,B,516.0,SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS,IC,Invest Cont,761.0,500    SAN JULIAN                   ST,34.0429,-118.2462
201006946,03/08/2020 12:00:00 AM,02/05/2020 12:00:00 AM,740,10,West Valley,1028,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,28,F,O,101.0,STREET,IC,Invest Cont,740.0,VICTORY,34.1866,-118.4924
210206817,03/11/2021 12:00:00 AM,02/26/2021 12:00:00 AM,1315,2,Rampart,246,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 0394,26,F,A,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,440.0,300 S  WESTLAKE                     AV,34.0608,-118.2726
210619108,11/15/2021 12:00:00 AM,11/15/2021 12:00:00 AM,1,6,Hollywood,635,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 1501,45,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,440.0,1900    GRACE                        AV,34.1052,-118.3322
221222517,10/28/2022 12:00:00 AM,10/28/2022 12:00:00 AM,2250,12,77th Street,1258,1,350,"THEFT, PERSON",0344 0346 0913 1814,35,F,H,102.0,SIDEWALK,IC,Invest Cont,350.0,7800 S  MAIN                         ST,33.9688,-118.2739
201509058,04/21/2020 12:00:00 AM,04/20/2020 12:00:00 AM,2200,15,N Hollywood,1506,1,330,BURGLARY FROM VEHICLE,1300 0344,34,F,H,101.0,STREET,IC,Invest Cont,330.0,7400    VINELAND                     AV,34.2027,-118.3745
230905781,02/16/2023 12:00:00 AM,07/21/2022 12:00:00 AM,1020,9,Van Nuys,904,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,20,M,B,404.0,DEPARTMENT STORE,AA,Adult Arrest,442.0,14900    RAYMER                       ST,34.2131,-118.4584
221908606,04/23/2022 12:00:00 AM,04/23/2022 12:00:00 AM,2030,19,Mission,1974,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0361 2002 0913 0447,30,F,H,121.0,YARD (RESIDENTIAL/BUSINESS),AA,Adult Arrest,230.0,14600    NORDHOFF                     ST,34.2354,-118.4502
201310639,05/08/2020 12:00:00 AM,05/08/2020 12:00:00 AM,1330,13,Newton,1353,1,310,BURGLARY,0358 0344 1607,59,F,H,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,310.0,900 E  42ND                         PL,34.0067,-118.26
241605326,02/13/2024 12:00:00 AM,02/13/2024 12:00:00 AM,210,16,Foothill,1685,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 1402 1100 1822,30,M,H,101.0,STREET,JA,Juv Arrest,230.0,7600    LANKERSHIM                   BL,34.2085,-118.3878
221116202,11/03/2022 12:00:00 AM,11/02/2022 12:00:00 AM,1,11,Northeast,1172,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1202 1300 1822 0344 0385 0329,66,M,W,104.0,DRIVEWAY,IC,Invest Cont,331.0,2300    DUANE                        ST,34.0912,-118.2619
221806562,02/26/2022 12:00:00 AM,02/26/2022 12:00:00 AM,1846,18,Southeast,1823,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1300,29,M,H,101.0,STREET,IC,Invest Cont,331.0,98TH,33.9473,-118.2695
220119593,09/01/2022 12:00:00 AM,08/29/2022 12:00:00 AM,1545,1,Central,162,2,624,BATTERY - SIMPLE ASSAULT,0917 0444 0416 1822 1414,42,M,W,203.0,OTHER BUSINESS,IC,Invest Cont,624.0,800 S  FLOWER                       ST,34.0473,-118.2601
221412611,06/18/2022 12:00:00 AM,06/17/2022 12:00:00 AM,2340,14,Pacific,1489,2,624,BATTERY - SIMPLE ASSAULT,2004 0444 0447,30,M,H,101.0,STREET,IC,Invest Cont,624.0,9900 S  LA CIENEGA                   BL,33.949,-118.3744
210106719,02/27/2021 12:00:00 AM,02/11/2021 12:00:00 AM,1200,1,Central,182,1,330,BURGLARY FROM VEHICLE,1605 1300 1822 1414 0344 0321,22,F,W,123.0,PARKING UNDERGROUND/BUILDING,IC,Invest Cont,330.0,1200 S  OLIVE                        ST,34.0383,-118.2633
210716069,11/27/2021 12:00:00 AM,11/22/2021 12:00:00 AM,2000,7,Wilshire,721,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385,41,M,W,707.0,GARAGE/CARPORT,IC,Invest Cont,331.0,S  HOLT                         AV,34.0723,-118.3784
201814283,07/20/2020 12:00:00 AM,07/20/2020 12:00:00 AM,504,18,Southeast,1802,1,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,1822 0329 0358 1300 1309,0,X,X,408.0,AUTO SUPPLY STORE*,IC,Invest Cont,421.0,200 W  MANCHESTER                   AV,33.9601,-118.2775
221812176,06/06/2022 12:00:00 AM,06/06/2022 12:00:00 AM,700,18,Southeast,1849,2,624,BATTERY - SIMPLE ASSAULT,0913 0555 0602 0400 0429,23,F,B,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,624.0,2100 E  111TH                        ST,33.9343,-118.2348
200716751,12/05/2020 12:00:00 AM,12/04/2020 12:00:00 AM,1500,7,Wilshire,765,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1309,24,F,H,203.0,OTHER BUSINESS,IC,Invest Cont,442.0,1300 S  LA BREA                      AV,34.0497,-118.3442
240607248,03/09/2024 12:00:00 AM,03/09/2024 12:00:00 AM,307,6,Hollywood,642,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1501 1822 1300 1307 0321 0329,30,F,W,123.0,PARKING UNDERGROUND/BUILDING,IC,Invest Cont,740.0,1300 N  CURSON                       AV,34.0944,-118.355
240106520,02/03/2024 12:00:00 AM,02/03/2024 12:00:00 AM,1430,1,Central,119,2,437,RESISTING ARREST,1212 0400 0910 2004 1822,0,M,W,834.0,LA UNION STATION (NOT LINE SPECIFIC),AA,Adult Arrest,437.0,800 N  ALAMEDA                      ST,34.0561,-118.2375
231713187,07/18/2023 12:00:00 AM,07/18/2023 12:00:00 AM,930,17,Devonshire,1737,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1202 0344 0913 1817 1501,61,M,W,501.0,SINGLE FAMILY DWELLING,AO,Adult Other,440.0,16800    INDEX                        ST,34.2756,-118.4978
201516606,10/21/2020 12:00:00 AM,10/10/2020 12:00:00 AM,1300,15,N Hollywood,1555,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1202,62,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,341.0,11100    OTSEGO                       ST,34.163,-118.3709
221708411,05/03/2022 12:00:00 AM,09/29/2021 12:00:00 AM,150,17,Devonshire,1703,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0448 1813 0913,35,F,W,501.0,SINGLE FAMILY DWELLING,AO,Adult Other,626.0,19000    MUIRKIRK                     DR,34.2955,-118.5475
231312801,06/25/2023 12:00:00 AM,06/25/2023 12:00:00 AM,335,13,Newton,1344,1,310,BURGLARY,0344 0329 1609,0,F,H,210.0,RESTAURANT/FAST FOOD,IC,Invest Cont,310.0,4200 S  CENTRAL                      AV,34.0078,-118.2636
221011884,07/21/2022 12:00:00 AM,06/20/2022 12:00:00 AM,1200,10,West Valley,1025,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0394 1202,61,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,341.0,18300    VANOWEN                      ST,34.1975,-118.5273
200208464,04/02/2020 12:00:00 AM,04/01/2020 12:00:00 AM,2000,2,Rampart,233,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0408 0400 0444 0913,29,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,626.0,200 S  LAFAYETTE PARK               PL,34.0692,-118.2792
240113785,06/30/2024 12:00:00 AM,06/28/2024 12:00:00 AM,1230,1,Central,101,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,39,F,W,210.0,RESTAURANT/FAST FOOD,IC,Invest Cont,440.0,1000    ALPINE                       ST,34.0649,-118.2465
231713356,07/30/2023 12:00:00 AM,07/30/2023 12:00:00 AM,455,17,Devonshire,1712,1,310,BURGLARY,0321 0209 0206 0314,38,M,O,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,310.0,11400    TWIN HILLS                   AV,34.2779,-118.5547
241112450,11/27/2024 12:00:00 AM,11/13/2024 12:00:00 AM,1500,11,Northeast,1144,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394,38,X,H,119.0,"PORCH, RESIDENTIAL",IC,Invest Cont,440.0,1900    GRIFFITH PARK                BL,34.0966,-118.2749
210112820,07/01/2021 12:00:00 AM,07/01/2021 12:00:00 AM,1600,1,Central,131,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0443 0913 2004 0329 1307,54,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740.0,2ND,34.0569,-118.2536
231805856,02/05/2023 12:00:00 AM,02/04/2023 12:00:00 AM,200,18,Southeast,1804,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,0,X,X,708.0,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),IC,Invest Cont,740.0,8700 S  CENTRAL                      AV,33.9593,-118.2564
242011223,08/24/2024 12:00:00 AM,08/24/2024 12:00:00 AM,700,20,Olympic,2029,2,888,TRESPASSING,1822 2052 0910,0,X,X,920.0,MTA - PURPLE LINE - WILSHIRE/VERMONT,IC,Invest Cont,888.0,3100    WILSHIRE                     BL,34.0652,-118.2878
202104882,01/20/2020 12:00:00 AM,01/19/2020 12:00:00 AM,2330,21,Topanga,2129,2,922,CHILD STEALING,0553,51,F,W,501.0,SINGLE FAMILY DWELLING,AO,Adult Other,922.0,20000    STRATHERN                    ST,34.2156,-118.5702
240122838,12/19/2024 12:00:00 AM,12/19/2024 12:00:00 AM,45,1,Central,121,2,354,THEFT OF IDENTITY,0930,47,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,354.0,900 W  TEMPLE                       ST,34.0607,-118.2494
231016059,11/17/2023 12:00:00 AM,11/17/2023 12:00:00 AM,2043,10,West Valley,1028,1,210,ROBBERY,0325 0216 1414 0446 1822 0945 0400 0416,0,M,W,401.0,MINI-MART,IC,Invest Cont,210.0,16800    SHERMAN                      WY,34.2011,-118.4989
220704111,01/03/2022 12:00:00 AM,01/01/2022 12:00:00 AM,2105,7,Wilshire,732,2,354,THEFT OF IDENTITY,0930,30,M,B,102.0,SIDEWALK,IC,Invest Cont,354.0,6200 W  6TH                          ST,34.0651,-118.3634
221410711,05/13/2022 12:00:00 AM,05/13/2022 12:00:00 AM,100,14,Pacific,1446,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0913 1814 2000,35,F,H,101.0,STREET,IC,Invest Cont,626.0,GRAND VIEW,34.004,-118.4305
221708073,04/23/2022 12:00:00 AM,04/23/2022 12:00:00 AM,2130,17,Devonshire,1781,1,310,BURGLARY,0334 0314 1822,19,M,H,507.0,CONDOMINIUM/TOWNHOUSE,IC,Invest Cont,310.0,21000    GRESHAM                      ST,34.2306,-118.5907
231809346,04/21/2023 12:00:00 AM,04/21/2023 12:00:00 AM,1915,18,Southeast,1846,2,624,BATTERY - SIMPLE ASSAULT,0913 0602 0360 0416,54,M,H,501.0,SINGLE FAMILY DWELLING,AO,Adult Other,624.0,11200    HOOPER                       AV,33.9331,-118.2522
210309045,04/19/2021 12:00:00 AM,04/17/2021 12:00:00 AM,2200,3,Southwest,361,1,330,BURGLARY FROM VEHICLE,1822 0344 1307 1609 0329,43,F,H,707.0,GARAGE/CARPORT,IC,Invest Cont,330.0,URSULA                       AV,34.0149,-118.3524
200322136,12/18/2020 12:00:00 AM,12/18/2020 12:00:00 AM,1200,3,Southwest,335,2,625,OTHER ASSAULT,0913 0361 1202 0416 0446,72,M,H,121.0,YARD (RESIDENTIAL/BUSINESS),IC,Invest Cont,625.0,3100    5TH                          AV,34.0275,-118.3224
210705696,02/13/2021 12:00:00 AM,02/13/2021 12:00:00 AM,615,7,Wilshire,765,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,20,M,O,203.0,OTHER BUSINESS,IC,Invest Cont,740.0,4800 W  PICO                         BL,34.0483,-118.3412
231604137,01/06/2023 12:00:00 AM,01/05/2023 12:00:00 AM,2310,16,Foothill,1602,1,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,1300 1501 1100,29,M,H,101.0,STREET,IC,Invest Cont,421.0,12100    VAN NUYS                     BL,34.2816,-118.4073
230706155,02/16/2023 12:00:00 AM,02/16/2023 12:00:00 AM,224,7,Wilshire,779,1,330,BURGLARY FROM VEHICLE,0344 0358 1609 1307 0342 1822 0216 0202,54,F,W,101.0,STREET,IC,Invest Cont,330.0,1700    5TH                          AV,34.0418,-118.3225
231804997,01/19/2023 12:00:00 AM,01/19/2023 12:00:00 AM,1420,18,Southeast,1861,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0444 0400 1259 0913 1814,17,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,626.0,11700 S  VERMONT                      AV,33.9273,-118.2916
220706525,03/08/2022 12:00:00 AM,03/06/2022 12:00:00 AM,2000,7,Wilshire,783,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344 1601,31,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,331.0,CARMONA                      AV,34.0344,-118.3631
231908374,04/23/2023 12:00:00 AM,04/23/2023 12:00:00 AM,920,19,Mission,1917,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416 0913,37,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,626.0,13100    BROMONT                      AV,34.3088,-118.4353
232105996,02/22/2023 12:00:00 AM,02/19/2023 12:00:00 AM,1300,21,Topanga,2156,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1202,60,M,W,717.0,HEALTH SPA/GYM,IC,Invest Cont,440.0,6200    TOPANGA CANYON               BL,34.1865,-118.6017
240308076,03/18/2024 12:00:00 AM,03/17/2024 12:00:00 AM,2000,3,Southwest,354,1,330,BURGLARY FROM VEHICLE,1822 0329 1307 0344,46,M,B,101.0,STREET,IC,Invest Cont,330.0,3400    3RD                          AV,34.0256,-118.3201
230708541,04/15/2023 12:00:00 AM,04/15/2023 12:00:00 AM,1415,7,Wilshire,721,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325,0,X,X,416.0,THE BEVERLY CENTER,IC,Invest Cont,343.0,8500    BEVERLY                      BL,34.0761,-118.3766
201012833,09/07/2020 12:00:00 AM,09/05/2020 12:00:00 AM,2100,10,West Valley,1065,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0903 0311 1300 0319 0913 1817 1000 2036,40,M,O,122.0,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740.0,KILLION,34.1709,-118.5203
240404012,01/01/2024 12:00:00 AM,01/01/2024 12:00:00 AM,1000,4,Hollenbeck,426,2,624,BATTERY - SIMPLE ASSAULT,0913 0361 0400 0444,51,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,624.0,5000    AXTELL                       ST,34.0861,-118.1736
220217114,09/20/2022 12:00:00 AM,09/05/2022 12:00:00 AM,900,2,Rampart,248,2,354,THEFT OF IDENTITY,0100 0922 1822,52,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,354.0,400    HARTFORD                     AV,34.0573,-118.2634
201109466,05/18/2020 12:00:00 AM,05/17/2020 12:00:00 AM,2015,11,Northeast,1118,2,624,BATTERY - SIMPLE ASSAULT,1822 0416,66,M,W,108.0,PARKING LOT,IC,Invest Cont,624.0,FIGUEROA,34.11,-118.192
210120103,11/08/2021 12:00:00 AM,11/07/2021 12:00:00 AM,1400,1,Central,195,1,330,BURGLARY FROM VEHICLE,1609 1822 1307 0344 0329,25,M,H,101.0,STREET,IC,Invest Cont,330.0,MAIN,34.0363,-118.2604
231709892,05/15/2023 12:00:00 AM,05/15/2023 12:00:00 AM,2315,17,Devonshire,1785,1,761,BRANDISH WEAPON,0312 1300 0444 0342 0913 1817 0334,39,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,761.0,18500    PRAIRIE                      ST,34.2391,-118.5361
230404673,01/20/2022 12:00:00 AM,01/20/2022 12:00:00 AM,2105,4,Hollenbeck,416,1,761,BRANDISH WEAPON,0334 0913,26,M,H,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,761.0,3100    SIERRA                       ST,34.0812,-118.2032
221419545,09/29/2022 12:00:00 AM,09/29/2022 12:00:00 AM,1,14,Pacific,1401,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300,39,F,W,101.0,STREET,IC,Invest Cont,331.0,2500 S  WESTGATE                     AV,34.0279,-118.4466
232008750,04/25/2023 12:00:00 AM,04/25/2023 12:00:00 AM,1530,20,Olympic,2055,1,310,BURGLARY,0358 1607 0321 0344 1822 0377,26,M,H,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,310.0,2700 W  11TH                         ST,34.0509,-118.2967
